COLLECTTIME,SITEID,Call_Completion,TCH_DR,DL_Qual_0-5,DL_TBF_SR,HOSR,CS_Traffic,Availability,MS-BS_Distance
2021-08-26,14765,99.45,5.49,94.61,99.98,94.04,34.57,100.0,1826.23
2021-08-26,14766,99.62,1.14,94.48,99.98,95.93,16.67,100.0,2294.93
2021-08-26,14767,100.0,1.6,99.03,99.99,97.65,10.8,100.0,751.71
2021-08-26,14768,99.74,0.26,97.47,100.0,96.42,102.11,100.0,1153.48
2021-08-26,14769,100.0,1.75,96.69,99.99,99.06,16.24,100.0,1949.92
2021-08-26,14770,100.0,2.65,97.91,99.99,100.0,7.44,100.0,974.33
2021-08-26,14771,100.0,1.69,98.5,99.99,98.19,41.75,100.0,1847.39
2021-08-26,14772,99.79,0.29,98.15,99.99,99.22,93.56,100.0,2104.46
2021-08-26,14773,100.0,0.43,99.47,99.95,98.22,11.61,100.0,2721.19
2021-08-26,14774,99.01,1.58,95.79,100.0,94.7,63.94,100.0,3188.45
2021-08-26,14775,100.0,0.11,98.7,99.99,98.89,62.25,100.0,955.01
2021-08-26,14776,99.7,1.04,97.41,100.0,97.01,43.82,100.0,2608.81
2021-08-26,14777,99.81,1.75,96.49,99.96,93.5,56.03,100.0,2493.48
2021-08-26,14778,100.0,0.0,99.08,100.0,100.0,10.57,100.0,1637.61
2021-08-26,14779,100.0,0.27,99.68,99.97,100.0,18.2,100.0,1052.97
2021-08-26,14780,100.0,0.0,99.1,99.98,100.0,9.86,100.0,2110.55
2021-08-26,14781,99.64,0.0,96.79,99.97,100.0,14.52,100.0,2191.67
2021-08-26,14782,100.0,0.0,99.37,99.99,97.21,11.58,100.0,914.84
2021-08-26,14783,99.57,1.95,97.38,100.0,90.34,61.52,100.0,1639.41
2021-08-26,14784,100.0,1.67,98.66,99.96,98.95,52.47,100.0,2225.68
2021-08-26,14785,100.0,0.0,99.46,99.99,99.45,17.02,100.0,1079.08
2021-08-26,14786,100.0,0.42,95.39,99.94,99.49,16.22,100.0,2067.5
2021-08-26,14787,99.49,1.64,96.86,99.99,95.26,90.46,100.0,2600.04
2021-08-26,14788,99.53,4.21,94.5,99.98,95.76,10.69,100.0,2917.61
2021-08-26,14789,99.62,0.38,99.55,99.96,100.0,9.18,100.0,932.29
2021-08-26,14790,99.68,0.32,99.06,99.99,98.71,25.03,100.0,3573.13
2021-08-26,14791,99.45,0.66,96.91,99.99,97.06,63.83,100.0,2963.29
2021-08-26,14793,99.74,0.78,97.72,99.99,94.81,30.33,100.0,937.44
2021-08-26,14794,100.0,6.32,97.17,100.0,98.66,57.64,100.0,891.2
2021-08-26,14795,100.0,5.19,93.54,99.97,93.51,3.5,100.0,1288.5
2021-08-26,14796,100.0,0.36,96.92,99.96,96.68,49.89,100.0,2500.21
2021-08-26,14797,99.83,1.16,98.2,99.98,96.23,48.95,100.0,2635.54
2021-08-26,14798,100.0,0.0,98.93,99.98,97.13,75.4,100.0,1787.41
2021-08-26,17303,100.0,0.0,97.78,99.98,36.36,0.54,100.0,5627.74
2021-08-26,17304,100.0,0.56,99.72,99.96,100.0,7.56,100.0,3233.24
2021-08-26,17305,100.0,1.74,98.62,100.0,98.04,8.28,66.67,3603.54
2021-08-26,17306,97.87,1.45,98.36,99.98,100.0,10.6,100.0,4304.08
2021-08-26,17308,99.9,0.51,98.36,100.0,95.74,53.31,100.0,4705.38
2021-08-26,17309,100.0,0.29,98.53,100.0,100.0,14.1,100.0,6105.52
2021-08-26,17312,100.0,0.0,,100.0,,0.01,100.0,6290.07
2021-08-26,17313,100.0,2.08,98.15,99.97,100.0,4.37,100.0,2221.67
2021-08-26,17314,99.87,0.34,99.26,99.98,98.57,84.86,100.0,2348.0
2021-08-26,17318,99.85,0.67,97.14,100.0,96.38,101.67,100.0,3465.92
2021-08-26,17319,99.93,0.93,97.15,99.99,88.8,76.84,100.0,5036.23
2021-08-26,17320,,,,,,0.0,0.0,
2021-08-26,17321,99.23,0.46,97.57,100.0,97.67,27.51,100.0,1934.04
2021-08-26,17322,99.84,0.0,98.28,100.0,99.41,34.05,100.0,2016.51
2021-08-26,17323,100.0,0.0,99.08,99.95,100.0,9.11,100.0,2239.67
2021-08-26,17324,100.0,1.52,98.39,100.0,97.06,6.25,100.0,4273.79
2021-08-26,17325,100.0,0.0,95.32,100.0,100.0,5.22,100.0,4373.22
2021-08-26,17326,100.0,0.0,94.45,99.95,100.0,4.0,100.0,3306.55
2021-08-26,17327,100.0,0.0,97.57,100.0,100.0,0.33,100.0,2303.91
2021-08-26,17328,100.0,0.0,98.7,100.0,100.0,1.05,100.0,1770.47
2021-08-26,17330,99.57,0.87,98.14,99.98,100.0,11.6,100.0,7262.1
2021-08-26,17340,98.96,1.27,96.34,99.96,92.67,281.14,100.0,1805.85
2021-08-26,17341,99.36,0.65,98.17,100.0,91.67,33.49,100.0,3734.26
2021-08-26,17343,99.49,1.53,99.79,100.0,99.08,6.45,100.0,1088.04
2021-08-26,17344,99.48,0.0,99.83,99.96,96.85,22.41,100.0,1141.86
2021-08-26,17345,99.83,0.34,99.66,99.98,99.59,31.42,100.0,1739.16
2021-08-26,17346,100.0,0.0,98.19,100.0,100.0,0.93,100.0,4190.6
2021-08-26,17347,99.72,5.21,97.65,99.77,99.05,407.48,100.0,799.43
2021-08-26,17349,99.76,0.43,97.63,99.97,98.73,177.72,100.0,754.09
2021-08-26,17351,99.96,0.13,99.17,99.99,99.93,129.05,100.0,1244.82
2021-08-26,17354,99.51,1.63,97.23,98.66,96.63,693.22,100.0,2032.49
2021-08-26,17359,99.6,2.18,97.67,99.95,99.11,380.84,99.97,763.54
2021-08-26,17900,99.32,0.85,98.43,99.94,91.87,301.34,100.0,663.43
2021-08-26,17902,100.0,0.41,97.7,99.99,96.93,24.02,100.0,886.9
2021-08-26,17903,99.36,1.45,96.07,100.0,93.87,212.31,100.0,1268.2
2021-08-26,17905,100.0,0.0,96.3,99.99,100.0,7.96,100.0,1351.74
2021-08-26,17906,100.0,0.67,96.17,99.92,100.0,4.14,100.0,8285.52
2021-08-26,17907,99.53,1.29,96.4,99.95,93.59,153.24,100.0,1547.32
2021-08-26,17908,99.48,0.39,96.79,99.98,96.88,32.8,100.0,1552.71
2021-08-26,17909,100.0,0.0,98.22,99.99,97.32,9.22,100.0,2268.61
2021-08-26,17910,100.0,0.0,99.13,100.0,92.86,2.57,100.0,1257.12
2021-08-26,17911,99.81,0.19,97.8,99.99,99.8,18.75,100.0,2573.24
2021-08-26,17912,99.69,2.32,96.71,99.99,100.0,30.04,100.0,1849.16
2021-08-26,17913,100.0,5.0,92.71,99.98,100.0,0.49,100.0,1462.8
2021-08-26,17914,100.0,2.9,96.51,100.0,99.28,2.4,100.0,3996.93
2021-08-26,17915,99.49,1.16,97.94,99.99,93.28,267.99,100.0,3065.73
2021-08-26,17916,99.97,0.66,99.23,99.94,99.63,1427.33,100.0,951.53
2021-08-26,17917,100.0,0.0,94.36,100.0,100.0,0.54,100.0,7848.9
2021-08-26,17918,100.0,0.0,98.5,100.0,100.0,22.56,100.0,3955.99
2021-08-26,17920,100.0,0.0,99.74,100.0,,2.91,98.96,7322.24
2021-08-26,17921,100.0,0.0,98.62,99.95,100.0,5.83,100.0,2904.54
2021-08-26,17923,98.75,4.02,95.35,99.96,98.98,324.75,100.0,1024.21
2021-08-26,17924,98.86,1.15,98.47,99.99,97.83,3.9,100.0,3418.39
2021-08-26,17925,98.84,0.94,97.05,99.99,99.02,14.96,100.0,1641.59
2021-08-26,17926,99.91,0.62,96.86,99.99,97.84,93.21,100.0,1254.9
2021-08-26,17927,99.87,0.0,98.65,100.0,100.0,17.97,100.0,2030.32
2021-08-26,17928,100.0,0.0,99.78,100.0,100.0,3.54,90.99,665.33
2021-08-26,17929,100.0,0.0,99.31,100.0,100.0,1.48,100.0,4528.72
2021-08-26,17930,99.82,0.36,98.52,99.98,94.85,293.98,100.0,937.92
2021-08-26,17931,99.17,1.7,98.42,99.72,98.86,1115.05,100.0,753.16
2021-08-26,17933,99.36,0.41,96.6,99.94,97.51,114.38,100.0,3460.62
2021-08-26,17934,99.63,0.18,98.48,99.97,96.01,52.2,100.0,1978.25
2021-08-26,17935,100.0,1.61,97.81,100.0,94.73,51.76,100.0,1109.61
2021-08-26,17936,99.63,1.6,96.69,99.85,95.46,415.71,98.76,1282.21
2021-08-26,17937,99.45,1.53,97.49,97.29,98.08,731.67,100.0,1052.46
2021-08-26,17938,99.74,2.31,96.63,100.0,92.53,43.66,100.0,1987.27
2021-08-26,17939,100.0,1.03,98.11,100.0,100.0,3.91,100.0,1738.42
2021-08-26,17940,98.77,1.25,90.89,100.0,100.0,2.11,100.0,4002.64
2021-08-26,17941,100.0,0.15,95.23,99.98,98.28,18.46,100.0,2664.04
2021-08-26,17942,99.66,0.0,98.8,99.95,100.0,12.17,100.0,2119.81
2021-08-26,17943,99.63,0.0,95.9,99.98,99.61,24.54,100.0,4080.61
2021-08-26,17945,97.96,0.0,98.7,99.99,100.0,1.42,100.0,4671.37
2021-08-26,17946,100.0,0.0,99.82,100.0,100.0,0.16,100.0,1687.82
2021-08-26,17947,99.62,0.76,93.77,99.99,73.33,54.4,100.0,4003.96
2021-08-26,17951,99.9,1.42,98.21,99.11,99.65,457.5,100.0,949.84
2021-08-26,17952,100.0,0.0,98.77,100.0,100.0,3.35,100.0,1704.31
2021-08-26,17953,99.83,0.17,94.24,99.99,98.62,15.99,100.0,2056.1
2021-08-26,17999,99.69,1.13,98.15,99.55,99.03,695.96,100.0,832.12
2021-08-26,37180,99.01,2.34,98.13,99.99,85.84,18.45,100.0,2569.2
2021-08-26,37181,100.0,3.45,99.56,100.0,100.0,1.1,100.0,765.66
2021-08-26,37182,99.83,0.69,99.35,99.99,98.14,37.8,100.0,1147.15
2021-08-26,37183,100.0,1.13,99.64,99.99,97.0,18.43,100.0,1286.54
2021-08-26,37184,100.0,1.8,99.63,99.97,96.08,93.82,100.0,1176.27
2021-08-26,37450,100.0,7.69,98.96,100.0,92.98,1.39,45.76,1527.23
2021-08-26,37452,99.93,0.28,99.79,99.99,94.09,240.51,100.0,935.87
2021-08-26,37874,99.74,1.19,99.58,99.85,96.22,146.9,100.0,2468.39
2021-08-26,37875,99.84,0.32,99.41,99.99,96.12,37.66,100.0,2332.95
2021-08-26,37876,99.61,2.4,99.41,99.93,92.09,201.09,100.0,990.43
2021-08-26,39150,100.0,1.63,97.95,100.0,99.06,13.78,100.0,4724.69
2021-08-26,39473,100.0,0.0,99.62,99.99,100.0,3.27,100.0,1218.3
2021-08-26,39871,100.0,0.79,99.21,100.0,91.67,23.52,100.0,1269.42
2021-08-26,39872,100.0,0.97,99.1,100.0,100.0,5.7,100.0,1340.55
2021-08-26,39873,100.0,0.0,99.6,100.0,100.0,1.84,100.0,6927.27
2021-08-27,13103,99.6,0.6,97.39,100.0,94.39,67.35,100.0,1484.12
2021-08-27,13104,100.0,0.69,97.96,99.97,98.98,41.0,100.0,2648.65
2021-08-27,13105,100.0,0.62,96.27,99.98,99.88,50.78,100.0,2333.14
2021-08-27,13110,99.56,0.88,97.73,99.98,98.5,28.29,100.0,1970.93
2021-08-27,13111,100.0,0.0,98.62,99.93,100.0,1.46,100.0,4003.05
2021-08-27,13112,99.6,0.4,98.21,99.99,99.47,12.07,100.0,801.4
2021-08-27,13116,99.78,0.88,97.77,99.96,97.77,30.78,100.0,2077.51
2021-08-27,13117,100.0,0.0,98.1,99.95,100.0,13.19,100.0,1009.66
2021-08-27,13118,100.0,0.32,98.44,99.98,98.97,20.84,100.0,1674.94
2021-08-27,13120,99.73,0.54,96.3,99.98,99.2,20.57,100.0,1242.99
2021-08-27,13121,98.63,0.69,91.65,99.93,98.9,17.94,100.0,1681.95
2021-08-27,13122,99.83,0.0,98.76,99.94,99.02,29.25,100.0,1078.23
2021-08-27,13123,100.0,0.0,99.42,99.96,99.15,17.05,100.0,1642.09
2021-08-27,13130,99.64,2.71,94.2,99.99,98.46,23.71,100.0,19855.81
2021-08-27,13133,100.0,0.41,96.56,99.97,95.45,11.94,100.0,2730.1
2021-08-27,13134,99.42,0.77,96.45,99.99,99.51,25.43,100.0,1064.27
2021-08-27,13135,100.0,0.0,99.61,100.0,97.93,3.93,100.0,563.69
2021-08-27,13136,99.01,2.0,96.61,99.99,97.33,80.82,100.0,1189.06
2021-08-27,13137,99.57,0.86,96.5,99.97,97.82,13.5,100.0,923.67
2021-08-27,13138,99.15,0.86,96.72,99.97,97.52,17.6,100.0,1895.41
2021-08-27,13139,100.0,2.65,95.11,99.95,94.9,38.25,100.0,1560.66
2021-08-27,13140,100.0,1.61,92.15,99.98,100.0,6.37,100.0,4746.38
2021-08-27,13142,99.31,1.16,96.77,99.99,90.76,21.24,100.0,2617.13
2021-08-27,13143,100.0,1.27,96.66,100.0,96.09,30.88,100.0,2018.58
2021-08-27,13144,100.0,0.0,97.69,99.92,100.0,1.33,100.0,1241.03
2021-08-27,13145,99.78,0.44,98.68,99.99,99.44,22.65,100.0,1274.21
2021-08-27,13158,99.17,0.0,99.32,99.97,100.0,9.01,100.0,792.67
2021-08-27,13159,99.78,0.33,97.25,99.99,98.61,69.38,100.0,1389.7
2021-08-27,13162,99.78,0.22,96.45,100.0,99.69,56.38,100.0,1947.43
2021-08-27,13163,99.46,0.82,96.37,100.0,99.1,71.94,100.0,2719.58
2021-08-27,13164,99.89,1.28,97.3,99.99,98.49,79.42,100.0,1770.93
2021-08-27,13165,99.53,1.18,97.72,99.99,97.8,58.04,100.0,2953.47
2021-08-27,13167,100.0,0.58,98.73,99.99,98.66,95.26,100.0,1711.62
2021-08-27,13168,99.66,0.67,97.44,99.99,97.9,71.13,100.0,1397.02
2021-08-27,13169,100.0,0.63,97.99,100.0,99.62,99.25,100.0,1189.27
2021-08-27,13170,100.0,0.74,97.66,99.98,97.76,49.53,100.0,1693.46
2021-08-27,13173,100.0,0.17,98.11,99.98,94.84,46.42,100.0,1225.04
2021-08-27,13177,100.0,0.0,99.01,99.94,99.31,12.97,100.0,1587.05
2021-08-27,13178,100.0,0.96,97.05,99.97,99.07,29.77,100.0,1086.55
2021-08-27,13179,99.66,0.0,97.97,99.98,98.0,39.8,100.0,1864.44
2021-08-27,13187,100.0,0.0,99.49,99.99,100.0,19.56,100.0,1591.28
2021-08-27,13188,99.36,0.56,96.86,99.98,95.03,76.25,100.0,3595.71
2021-08-27,13189,99.84,0.47,98.34,99.99,98.75,30.98,100.0,712.11
2021-08-27,13191,99.67,0.82,98.69,99.92,92.54,49.64,100.0,910.78
2021-08-27,13194,99.37,5.7,96.13,99.92,95.45,4.14,100.0,978.24
2021-08-27,13196,95.83,0.0,99.38,100.0,100.0,0.89,100.0,550.14
2021-08-27,13404,99.77,0.0,99.29,99.96,99.03,30.03,100.0,1155.68
2021-08-27,13405,99.88,0.37,97.84,100.0,99.38,113.88,100.0,1789.42
2021-08-27,13407,99.29,0.71,97.91,99.79,94.71,9.05,100.0,4642.21
2021-08-27,13413,99.04,1.98,97.44,98.62,98.82,174.5,100.0,1444.11
2021-08-27,13420,100.0,0.52,99.13,99.98,99.45,33.96,100.0,1451.01
2021-08-27,13425,99.79,0.62,97.9,99.97,99.93,33.79,100.0,2608.15
2021-08-27,13426,99.69,1.24,98.0,99.94,98.8,21.52,100.0,2175.41
2021-08-27,13428,100.0,0.31,99.41,99.97,99.76,24.68,100.0,1445.81
2021-08-27,13437,99.77,1.13,96.89,99.98,99.51,25.49,100.0,1794.09
2021-08-27,13438,100.0,0.45,97.83,99.99,99.08,56.36,100.0,2150.11
2021-08-27,13440,100.0,0.0,99.88,100.0,100.0,1.03,100.0,550.74
2021-08-27,13442,100.0,1.6,98.07,99.98,99.14,26.18,100.0,948.01
2021-08-27,13444,99.76,0.36,98.63,100.0,99.64,42.88,100.0,1109.21
2021-08-27,13446,99.23,0.47,98.9,100.0,99.57,34.25,100.0,1682.38
2021-08-27,13448,100.0,0.0,97.78,99.99,98.85,17.82,100.0,677.92
2021-08-27,13449,100.0,0.2,99.47,99.99,98.41,57.79,100.0,1266.35
2021-08-27,13456,100.0,0.33,98.86,99.95,99.43,20.22,100.0,1089.54
2021-08-27,13457,99.67,0.33,99.1,99.98,98.94,15.78,100.0,724.48
2021-08-27,13459,99.68,0.4,97.82,100.0,96.79,131.33,100.0,2074.63
2021-08-27,13460,99.86,0.56,98.64,99.99,98.42,45.53,100.0,1234.7
2021-08-27,13462,100.0,0.76,97.66,99.99,98.89,34.73,100.0,1140.02
2021-08-27,13463,100.0,0.59,98.85,99.95,100.0,5.7,100.0,1228.58
2021-08-27,13464,99.58,0.63,96.44,99.99,97.81,27.52,100.0,1217.36
2021-08-27,13465,100.0,0.49,98.5,100.0,100.0,17.18,100.0,725.64
2021-08-27,13467,99.92,1.33,98.53,99.99,97.31,133.17,100.0,1799.1
2021-08-27,13470,100.0,0.5,97.51,99.97,97.87,22.22,100.0,1703.64
2021-08-27,13471,99.44,1.14,95.6,99.97,99.12,29.39,100.0,1551.76
2021-08-27,13472,99.66,1.15,94.47,99.98,97.25,54.35,100.0,970.62
2021-08-27,13474,99.8,0.61,98.73,99.99,96.96,42.14,100.0,712.34
2021-08-27,13475,99.9,0.4,98.64,99.98,99.19,54.73,100.0,955.67
2021-08-27,13477,100.0,0.53,98.5,99.99,97.49,57.86,100.0,1060.54
2021-08-27,13800,99.65,0.47,97.13,99.99,98.93,57.76,100.0,2895.99
2021-08-27,13801,99.87,0.35,98.46,100.0,98.96,195.23,100.0,1130.6
2021-08-27,13802,99.76,0.73,97.77,99.98,99.38,56.58,100.0,1447.34
2021-08-27,13803,100.0,0.4,97.88,99.99,98.66,101.89,100.0,2709.65
2021-08-27,13804,99.74,0.26,98.32,100.0,98.91,119.71,100.0,2208.68
2021-08-27,13806,99.84,0.31,97.8,99.99,96.18,36.97,100.0,1151.27
2021-08-27,13807,99.9,0.59,98.59,99.99,98.14,64.39,100.0,2419.97
2021-08-27,13808,99.86,0.43,98.08,99.97,99.37,56.39,100.0,2011.09
2021-08-27,13809,99.7,0.79,98.26,99.99,98.2,75.57,100.0,1931.92
2021-08-27,13810,100.0,0.43,98.42,100.0,83.68,90.26,100.0,1841.21
2021-08-27,13811,100.0,0.36,98.47,99.99,93.55,30.55,100.0,1168.89
2021-08-27,13812,99.71,0.2,97.43,99.99,95.43,63.61,100.0,1823.74
2021-08-27,13813,99.87,0.66,97.02,99.99,96.47,36.59,100.0,2136.54
2021-08-27,13814,99.83,1.21,97.34,100.0,84.27,38.81,100.0,1681.13
2021-08-27,13815,99.8,0.2,98.53,100.0,95.31,46.29,100.0,1171.18
2021-08-27,13816,99.34,0.5,97.66,100.0,94.44,26.81,100.0,1600.71
2021-08-27,13817,99.76,0.48,96.01,100.0,98.94,31.98,100.0,3674.7
2021-08-27,13818,99.73,0.4,98.61,100.0,97.09,86.88,100.0,1217.49
2021-08-27,13819,100.0,0.86,98.86,100.0,97.29,31.79,100.0,653.94
2021-08-27,13820,100.0,0.38,97.3,100.0,98.93,74.15,100.0,1235.47
2021-08-27,13821,99.91,0.6,98.96,100.0,98.96,138.26,100.0,987.77
2021-08-27,13822,100.0,0.0,97.31,100.0,99.46,4.85,100.0,1003.02
2021-08-27,13823,99.69,1.25,97.68,100.0,97.69,92.42,100.0,995.43
2021-08-27,13824,99.85,0.79,97.41,100.0,98.14,117.98,100.0,1142.99
2021-08-27,13825,99.94,0.34,97.72,99.99,85.81,108.11,100.0,1290.19
2021-08-27,13826,99.7,0.3,96.55,99.98,92.99,35.74,100.0,1361.86
2021-08-27,13827,99.49,0.93,96.37,99.99,98.49,49.22,100.0,1347.35
2021-08-27,13829,99.85,0.37,98.35,100.0,97.11,79.34,100.0,2736.59
2021-08-27,13830,99.91,0.18,97.05,100.0,96.2,63.88,100.0,3500.83
2021-08-27,13831,100.0,0.12,98.84,99.98,99.74,46.44,100.0,1760.97
2021-08-27,13833,99.78,0.43,97.5,99.98,99.37,54.3,100.0,3491.1
2021-08-27,13834,99.62,2.32,97.41,99.97,98.49,34.4,100.0,3099.44
2021-08-27,13835,100.0,1.36,97.38,100.0,92.81,8.17,100.0,1191.76
2021-08-27,13836,99.55,0.76,98.72,100.0,99.07,61.62,100.0,1001.17
2021-08-27,13837,99.65,0.7,97.89,99.99,97.7,52.48,100.0,1043.56
2021-08-27,13838,99.49,0.41,97.15,99.98,98.27,69.31,100.0,3719.69
2021-08-27,13840,99.72,0.28,98.78,99.98,97.22,187.83,100.0,1838.64
2021-08-27,13841,99.84,0.32,98.45,99.98,99.57,43.92,100.0,3204.14
2021-08-27,13842,99.3,0.7,96.29,99.99,97.39,27.67,100.0,1281.6
2021-08-27,13843,99.83,0.42,97.69,100.0,97.98,72.74,100.0,1490.37
2021-08-27,13844,99.74,0.26,98.46,99.99,99.65,90.61,100.0,4642.29
2021-08-27,13846,100.0,0.9,99.6,99.96,100.0,22.41,100.0,890.66
2021-08-27,13847,100.0,0.49,98.31,99.98,97.78,38.42,100.0,1972.19
2021-08-27,13848,100.0,0.0,98.79,99.99,100.0,21.13,100.0,1426.52
2021-08-27,13849,99.86,0.14,98.67,99.99,100.0,38.7,100.0,4561.37
2021-08-27,13850,100.0,1.1,98.25,99.96,99.76,30.68,100.0,1756.31
2021-08-27,13851,99.65,0.53,99.59,99.98,99.28,33.58,100.0,1206.41
2021-08-27,13852,99.71,0.73,98.95,99.98,99.41,37.93,100.0,2053.29
2021-08-27,13853,99.82,0.36,98.82,99.98,99.06,54.02,100.0,1608.08
2021-08-27,13856,99.71,1.15,97.65,99.99,100.0,18.45,100.0,1041.01
2021-08-27,13858,99.8,0.39,99.02,99.98,99.05,28.81,100.0,1911.98
2021-08-27,13859,99.77,0.68,97.64,99.99,98.27,27.16,100.0,2456.2
2021-08-27,13860,99.88,0.72,96.97,99.99,97.91,52.71,100.0,3840.99
2021-08-27,13861,100.0,1.55,97.59,99.98,99.23,18.54,100.0,4790.03
2021-08-27,13862,99.88,0.12,98.13,99.99,98.33,82.29,100.0,1196.36
2021-08-27,13863,100.0,0.12,98.7,99.99,84.87,55.16,100.0,2924.23
2021-08-27,13864,100.0,0.0,98.08,99.99,100.0,13.37,100.0,1255.23
2021-08-27,13865,99.91,0.65,96.77,100.0,96.67,73.31,100.0,1604.51
2021-08-27,13866,100.0,0.97,99.53,99.99,100.0,33.3,100.0,1066.79
2021-08-27,13867,99.72,0.0,98.32,99.98,99.28,17.76,100.0,2345.12
2021-08-27,13868,99.9,0.82,98.67,99.98,97.67,55.84,100.0,1762.17
2021-08-27,13869,99.88,0.31,98.8,99.99,81.15,109.63,100.0,8407.92
2021-08-27,13870,100.0,0.68,98.65,99.99,99.33,21.71,100.0,3427.19
2021-08-27,13878,99.62,0.77,98.66,100.0,95.99,79.99,100.0,998.01
2021-08-27,13879,100.0,0.14,99.04,100.0,98.37,31.28,100.0,790.28
2021-08-27,13880,100.0,1.88,95.9,99.95,92.43,13.45,100.0,2373.08
2021-08-27,13881,99.72,0.56,97.55,99.99,96.55,54.0,100.0,1933.3
2021-08-27,13882,99.58,0.0,99.11,100.0,99.44,14.94,100.0,1001.79
2021-08-27,13883,99.81,0.75,97.0,99.99,98.63,189.45,100.0,841.33
2021-08-27,13885,99.86,1.12,98.6,99.99,98.58,41.51,100.0,1022.49
2021-08-27,13886,100.0,0.29,98.1,99.97,99.27,19.85,100.0,1448.24
2021-08-27,13887,100.0,1.71,95.27,99.87,100.0,7.7,100.0,3937.16
2021-08-27,13888,99.11,0.85,98.53,99.99,97.72,106.88,100.0,955.47
2021-08-27,13893,99.87,0.51,96.25,99.99,97.11,52.71,100.0,2087.5
2021-08-27,13894,100.0,0.24,98.51,99.99,99.13,34.81,100.0,1766.48
2021-08-27,13896,99.86,1.01,97.27,100.0,85.06,57.63,100.0,3171.81
2021-08-27,13899,99.82,0.28,98.31,100.0,99.65,91.72,100.0,1217.76
2021-08-27,14200,99.71,4.27,98.5,100.0,97.23,110.26,100.0,2816.49
2021-08-27,14204,99.7,1.5,97.12,99.99,98.54,21.88,100.0,1923.9
2021-08-27,14205,99.55,0.9,98.12,99.99,98.81,31.47,100.0,3532.78
2021-08-27,14206,99.85,0.88,97.96,99.93,86.14,42.79,100.0,1795.63
2021-08-27,14212,100.0,0.0,99.16,99.94,100.0,18.26,100.0,2561.81
2021-08-27,14214,99.83,1.05,97.41,99.99,94.16,37.16,100.0,864.96
2021-08-27,14215,98.82,2.38,97.38,99.96,96.93,8.71,70.89,1325.22
2021-08-27,14217,100.0,0.0,99.13,99.99,99.79,9.06,100.0,2257.94
2021-08-27,14219,99.76,0.54,99.54,99.97,100.0,90.07,100.0,1199.75
2021-08-27,14221,99.79,2.76,97.56,100.0,94.82,30.33,100.0,3392.6
2021-08-27,14223,100.0,0.8,97.37,99.99,99.46,32.13,100.0,2099.96
2021-08-27,14225,100.0,8.51,92.94,99.97,90.0,25.1,100.0,1261.05
2021-08-27,14226,100.0,2.35,98.55,99.97,93.39,53.42,100.0,828.44
2021-08-27,14229,100.0,5.63,84.24,99.84,96.84,3.82,100.0,2402.81
2021-08-27,14231,100.0,0.0,98.14,99.86,100.0,7.15,100.0,837.54
2021-08-27,14232,99.43,2.3,93.51,99.99,94.51,14.76,100.0,868.64
2021-08-27,14236,100.0,0.4,99.13,99.98,99.94,11.73,100.0,1411.85
2021-08-27,14240,99.51,1.81,96.69,100.0,90.62,46.2,100.0,2819.18
2021-08-27,14241,99.32,5.12,97.55,99.96,96.88,53.58,100.0,3143.56
2021-08-27,14242,100.0,2.05,94.23,99.97,86.65,28.87,100.0,2345.72
2021-08-27,14243,100.0,0.71,96.0,99.99,88.43,21.41,100.0,1513.21
2021-08-27,14244,100.0,2.41,97.96,99.97,97.31,29.7,100.0,1837.02
2021-08-27,14245,99.81,1.9,95.07,99.97,97.04,54.87,100.0,3286.96
2021-08-27,14246,99.49,1.02,97.6,99.99,96.99,37.81,100.0,1922.59
2021-08-27,14248,100.0,2.07,95.79,99.97,97.69,18.63,100.0,2256.52
2021-08-27,14252,100.0,0.24,99.45,99.89,99.79,31.17,100.0,1551.75
2021-08-27,14253,100.0,0.0,99.0,99.99,100.0,3.94,100.0,2881.89
2021-08-27,14254,100.0,0.0,96.13,99.97,97.55,15.88,100.0,3158.4
2021-08-27,14255,100.0,0.99,99.22,99.99,100.0,4.69,100.0,1020.24
2021-08-27,14258,100.0,0.0,99.26,99.97,100.0,7.21,100.0,1957.86
2021-08-27,14261,100.0,4.39,95.8,99.98,96.76,3.9,80.39,2047.05
2021-08-27,14263,98.93,0.54,97.39,100.0,98.39,24.14,100.0,2624.89
2021-08-27,14267,100.0,12.79,89.83,99.98,86.93,5.97,100.0,8369.26
2021-08-27,14268,99.69,0.15,98.58,99.99,97.71,39.89,100.0,3631.53
2021-08-27,14271,100.0,4.05,94.94,100.0,92.93,27.19,100.0,2865.13
2021-08-27,14282,99.84,6.39,97.49,99.99,94.89,80.56,100.0,1246.85
2021-08-27,14289,100.0,0.35,98.28,99.99,99.77,28.66,100.0,1282.55
2021-08-27,14290,99.19,3.28,94.8,100.0,93.54,40.3,100.0,2907.37
2021-08-27,14291,100.0,4.26,93.76,99.98,92.51,2.68,100.0,3076.62
2021-08-27,14294,99.75,2.51,95.64,99.97,97.92,34.69,100.0,2591.93
2021-08-27,14295,99.79,5.83,95.17,100.0,94.68,135.54,100.0,1734.35
2021-08-27,14297,100.0,4.76,97.11,99.97,95.86,10.88,100.0,2346.27
2021-08-27,14298,98.98,3.44,98.09,99.99,97.66,195.12,100.0,2611.78
2021-08-27,14299,100.0,6.62,95.04,99.99,95.88,14.36,100.0,3025.44
2021-08-27,14503,100.0,0.0,97.35,100.0,100.0,0.04,100.0,550.0
